City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
270,Harper,LR,4.375,-7.7169,81.52,78,96,9.46,overcast clouds,4/20/2022 18:42
271,Yoichi,JP,43.2039,140.7703,46.04,59,1,10.36,clear sky,4/20/2022 18:44
272,Praia,CV,14.9215,-23.5087,79.34,57,0,19.57,clear sky,4/20/2022 18:44
273,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.21,98,100,4.03,overcast clouds,4/20/2022 18:44
274,Hay River,CA,60.8156,-115.7999,26.58,43,0,5.75,clear sky,4/20/2022 18:44
275,Axim,GH,4.8699,-2.2405,81.32,86,57,11.5,broken clouds,4/20/2022 18:44
276,Sakaiminato,JP,35.55,133.2333,51.78,76,75,3.44,broken clouds,4/20/2022 18:44
277,Azare,NG,11.6765,10.1948,91.49,23,99,8.77,overcast clouds,4/20/2022 18:44
278,Miri,MY,4.4148,114.0089,75.34,100,40,3.44,light rain,4/20/2022 18:44
279,Iquitos,PE,-3.7481,-73.2472,84.24,74,75,4.61,broken clouds,4/20/2022 18:44
280,Ardahan,TR,41.1087,42.7022,37.31,94,44,3.44,scattered clouds,4/20/2022 18:44
281,Madera,US,37.1666,-119.8343,71.01,45,3,6.69,clear sky,4/20/2022 18:44
282,Arona,ES,28.0996,-16.681,62.13,57,0,25.32,clear sky,4/20/2022 18:44
283,Timra,SE,62.487,17.3257,44.28,61,17,4.61,few clouds,4/20/2022 18:44
284,Laguna,US,38.421,-121.4238,66.76,55,0,8.05,clear sky,4/20/2022 18:44
285,Kavaratti,IN,10.5669,72.642,84.42,72,5,10.85,clear sky,4/20/2022 18:44
286,San Patricio,US,28.017,-97.5169,82.29,54,100,23.02,overcast clouds,4/20/2022 18:41
287,Ketchikan,US,55.3422,-131.6461,48.18,66,0,3.44,clear sky,4/20/2022 18:44
288,Shebalino,RU,51.2917,85.6772,36.12,88,96,4.07,overcast clouds,4/20/2022 18:44
289,Reconquista,AR,-29.15,-59.65,81.39,51,31,8.21,scattered clouds,4/20/2022 18:42
290,Mosquera,CO,4.7059,-74.2302,60.89,67,100,4.61,moderate rain,4/20/2022 18:44
291,Banjar,ID,-8.19,114.9675,76.5,89,100,2.06,overcast clouds,4/20/2022 18:44
292,Lavrentiya,RU,65.5833,-171,16.57,80,3,3.53,clear sky,4/20/2022 18:44
293,Abalak,RU,58.1286,68.5944,38.91,92,100,3.42,overcast clouds,4/20/2022 18:44
294,Mitsamiouli,KM,-11.3847,43.2844,82.31,77,83,7.67,broken clouds,4/20/2022 18:41
295,Peterhead,GB,57.5058,-1.7981,46.45,88,98,10.07,overcast clouds,4/20/2022 18:44
296,Timizart,DZ,36.8,4.2667,51.85,82,100,5.59,light rain,4/20/2022 18:44
297,Kahului,US,20.8947,-156.47,77.85,70,40,14.97,scattered clouds,4/20/2022 18:40
298,Rio Gallegos,AR,-51.6226,-69.2181,64.45,29,40,18.41,scattered clouds,4/20/2022 18:44
299,Tshane,BW,-24.0196,21.8684,64,54,0,8.59,clear sky,4/20/2022 18:44
300,Ulladulla,AU,-35.35,150.4667,56.3,78,100,3.36,overcast clouds,4/20/2022 18:44
301,Egvekinot,RU,66.3167,-179.1667,22.51,82,99,1.81,overcast clouds,4/20/2022 18:44
302,Neuquen,AR,-38.9516,-68.0591,65.52,22,0,22.17,clear sky,4/20/2022 18:44
303,Pucallpa,PE,-8.3791,-74.5539,82.44,83,75,5.75,broken clouds,4/20/2022 18:44
304,Ostrovnoy,RU,68.0531,39.5131,32.43,91,100,6.85,overcast clouds,4/20/2022 18:44
305,Peace River,CA,56.2501,-117.286,30.51,80,100,3.44,light snow,4/20/2022 18:44
306,Roshchino,RU,60.2519,29.6085,46.02,91,23,9.95,few clouds,4/20/2022 18:44
307,Gorontalo,ID,0.5412,123.0595,74.88,95,100,2.77,overcast clouds,4/20/2022 18:44
308,Pacific Grove,US,36.6177,-121.9166,65.41,61,0,8.05,clear sky,4/20/2022 18:40
309,Coffs Harbour,AU,-30.3,153.1333,60.13,94,100,1.14,overcast clouds,4/20/2022 18:44
310,Alexandria,EG,31.2156,29.9553,62.56,72,40,9.22,scattered clouds,4/20/2022 18:41
311,San Felipe,VE,10.3399,-68.7425,83.03,71,94,6.08,overcast clouds,4/20/2022 18:44
312,Olafsvik,IS,64.8945,-23.7142,44.58,89,100,14.54,overcast clouds,4/20/2022 18:44
313,Jinchang,CN,38.4953,102.1739,52.81,15,100,6.96,overcast clouds,4/20/2022 18:44
314,Rawson,AR,-43.3002,-65.1023,63.28,28,100,13.71,overcast clouds,4/20/2022 18:40
315,Bundaberg,AU,-24.85,152.35,68.29,99,39,5.75,scattered clouds,4/20/2022 18:44
316,Taltal,CL,-25.4,-70.4833,66.09,73,48,9.4,scattered clouds,4/20/2022 18:41
317,Ahipara,NZ,-35.1667,173.1667,67.28,87,100,8.55,overcast clouds,4/20/2022 18:44
318,Kieta,PG,-6.2167,155.6333,79.07,86,75,4.16,light rain,4/20/2022 18:44
319,Furano,JP,43.2818,142.4743,37.47,58,0,4.81,clear sky,4/20/2022 18:44
320,Tiarei,PF,-17.5333,-149.3333,82.42,74,35,8.61,light rain,4/20/2022 18:44
321,Catacamas,HN,14.8,-85.9,100.81,38,40,2.3,scattered clouds,4/20/2022 18:44
322,Khandyga,RU,62.6667,135.6,18.95,98,100,0.47,light snow,4/20/2022 18:44
323,Kaitangata,NZ,-46.2817,169.8464,56.21,99,60,6.26,light rain,4/20/2022 18:44
324,Shingu,JP,33.7333,135.9833,57.7,71,100,4.97,overcast clouds,4/20/2022 18:44
325,Toora-Khem,RU,52.4675,96.11,26.83,80,100,0.47,overcast clouds,4/20/2022 18:44
326,Baherden,TM,38.4362,57.4316,70.54,43,0,6.73,clear sky,4/20/2022 18:44
327,Rio Grande,BR,-32.035,-52.0986,80.71,63,0,10.27,clear sky,4/20/2022 18:44
328,Aswan,EG,24.0934,32.907,81.7,13,0,9.22,clear sky,4/20/2022 18:44
329,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.34,63,75,18.41,broken clouds,4/20/2022 18:44
330,Polson,US,47.6936,-114.1632,48.22,59,27,11.01,scattered clouds,4/20/2022 18:44
331,Andros Town,BS,24.7,-77.7667,78.76,73,84,25.3,broken clouds,4/20/2022 18:41
332,Orlik,RU,52.5178,99.825,20.82,76,100,3.85,overcast clouds,4/20/2022 18:44
333,Mao,ES,39.8885,4.2658,57.76,77,20,8.05,few clouds,4/20/2022 18:44
334,Los Tangos,HN,15.15,-88.6833,87.69,34,0,4.83,clear sky,4/20/2022 18:44
335,Vao,NC,-22.6667,167.4833,74.79,72,2,8.19,clear sky,4/20/2022 18:40
336,Bilibino,RU,68.0546,166.4372,9.27,93,100,3.06,overcast clouds,4/20/2022 18:44
337,Semey,KZ,50.4111,80.2275,52.45,64,100,5.26,overcast clouds,4/20/2022 18:44
338,Buraydah,SA,26.326,43.975,86.45,17,62,14.05,broken clouds,4/20/2022 18:45
339,Yarmouth,US,41.7057,-70.2286,57.97,43,0,17.27,clear sky,4/20/2022 18:41
340,Caravelas,BR,-17.7125,-39.2481,79.86,59,4,7.83,clear sky,4/20/2022 18:45
341,Zvenigovo,RU,55.9742,48.0181,45.55,92,6,7.67,clear sky,4/20/2022 18:45
342,Faanui,PF,-16.4833,-151.75,80.58,70,6,6.4,clear sky,4/20/2022 18:45
343,Talavera,PH,15.6167,120.9333,74.12,84,6,3.51,clear sky,4/20/2022 18:45
344,Noshiro,JP,40.2039,140.0242,47.01,58,0,7.25,clear sky,4/20/2022 18:45
345,Palaikastron,GR,35.2,26.25,57.24,72,0,3.76,clear sky,4/20/2022 18:45
346,Kadoma,JP,34.7333,135.5833,60.66,67,100,3.44,overcast clouds,4/20/2022 18:45
347,Guasdualito,VE,7.2424,-70.7324,89.6,51,40,4.61,scattered clouds,4/20/2022 18:45
348,Bereda,ES,43.2686,-7.5406,48.15,76,6,3.85,clear sky,4/20/2022 18:45
349,Maceio,BR,-9.6658,-35.7353,85.44,58,20,10.36,few clouds,4/20/2022 18:44
350,Malaya Serdoba,RU,52.4661,44.9512,56.88,76,100,17.09,overcast clouds,4/20/2022 18:45
351,Panguna,PG,-6.3164,155.4848,68.68,97,96,3.18,overcast clouds,4/20/2022 18:45
352,Magadan,RU,59.5667,150.8,16.86,92,89,8.72,overcast clouds,4/20/2022 18:45
353,Yuksekova,TR,37.5736,44.2872,42.55,87,75,4.61,broken clouds,4/20/2022 18:45
354,Sao Filipe,CV,14.8961,-24.4956,73.47,77,100,8.97,overcast clouds,4/20/2022 18:45
355,Paciran,ID,-6.8767,112.3761,79.23,83,93,3.27,overcast clouds,4/20/2022 18:45
356,Ixtapa,MX,20.7,-105.2,79.83,57,0,9.22,clear sky,4/20/2022 18:45
357,Caruray,PH,10.3094,119.0128,78.04,85,50,4.45,scattered clouds,4/20/2022 18:45
358,Fountain,US,38.6822,-104.7008,71.73,21,0,21.85,clear sky,4/20/2022 18:45
359,Ancud,CL,-41.8697,-73.8203,51.22,70,100,12.62,overcast clouds,4/20/2022 18:45
360,Kralendijk,BQ,12.15,-68.2667,84.18,70,75,14.97,broken clouds,4/20/2022 18:45
361,Tinde,TZ,-3.8833,33.2,71.28,70,89,2.55,light rain,4/20/2022 18:45
362,Atar,MR,20.5169,-13.0499,92.61,14,17,13.02,few clouds,4/20/2022 18:45
363,Ibia,BR,-19.4783,-46.5389,83.91,52,93,3.67,overcast clouds,4/20/2022 18:45
364,Nokaneng,BW,-19.6667,22.2667,67.1,45,5,10.92,clear sky,4/20/2022 18:45
365,Kargasok,RU,59.0556,80.8572,32.49,98,100,2.39,overcast clouds,4/20/2022 18:45
366,Burns Lake,CA,54.2331,-125.7533,38.62,60,100,5.23,overcast clouds,4/20/2022 18:45
367,Aitape,PG,-3.1374,142.3475,78.6,86,100,3.18,overcast clouds,4/20/2022 18:45
368,Umba,RU,66.6871,34.3429,31.96,94,100,11.03,overcast clouds,4/20/2022 18:45
369,Shitanjing,CN,39.2342,106.3439,54.82,13,51,18.14,broken clouds,4/20/2022 18:45
370,Eirunepe,BR,-6.6603,-69.8736,76.06,92,100,2.73,overcast clouds,4/20/2022 18:45
371,Kattivakkam,IN,13.2167,80.3167,86.09,87,3,10.87,clear sky,4/20/2022 18:45
372,Poum,NC,-20.2333,164.0167,77.11,79,23,12.03,few clouds,4/20/2022 18:45
373,Ahvaz,IR,31.3203,48.6693,80.55,22,0,0,clear sky,4/20/2022 18:45
374,Nhulunbuy,AU,-12.2333,136.7667,75.81,100,100,0,overcast clouds,4/20/2022 18:45
375,San Cristobal,VE,7.7669,-72.225,78.98,70,100,1.3,overcast clouds,4/20/2022 18:45
376,Zhigansk,RU,66.7697,123.3711,13.89,96,99,4.59,overcast clouds,4/20/2022 18:45
377,Sabang,ID,5.8933,95.3214,82.78,73,99,4.99,overcast clouds,4/20/2022 18:45
378,Santa Maria,BR,-29.6842,-53.8069,79.9,50,20,12.66,few clouds,4/20/2022 18:45
379,Dourbali,TD,11.8091,15.8632,94.01,15,100,7.83,overcast clouds,4/20/2022 18:45
380,Kununurra,AU,-15.7667,128.7333,73.38,88,100,0,overcast clouds,4/20/2022 18:45
381,Cherskiy,RU,68.75,161.3,9.28,90,100,4.07,overcast clouds,4/20/2022 18:45
382,Ruangwa,TZ,-10.0667,38.9333,70.61,96,94,3.27,overcast clouds,4/20/2022 18:45
383,Hirara,JP,24.8,125.2833,74.07,81,100,14.85,overcast clouds,4/20/2022 18:45
384,Salta,AR,-24.7859,-65.4117,79.57,47,0,5.01,clear sky,4/20/2022 18:45
385,Sweetwater,US,25.7634,-80.3731,83.01,58,75,25.32,broken clouds,4/20/2022 18:45
386,Akyab,MM,20.15,92.9,80.38,78,7,3.87,clear sky,4/20/2022 18:45
387,Fare,PF,-16.7,-151.0167,80.64,69,6,6.02,clear sky,4/20/2022 18:45
388,Usinsk,RU,65.9939,57.5281,17.53,89,100,12.5,overcast clouds,4/20/2022 18:45
389,Muros,ES,42.7762,-9.0603,55.83,57,6,10.67,clear sky,4/20/2022 18:45
390,Marawi,PH,7.9986,124.2928,69.03,93,100,1.92,overcast clouds,4/20/2022 18:45
391,Wasilla,US,61.5814,-149.4394,42.53,35,0,5.75,clear sky,4/20/2022 18:44
392,Alcudia,ES,39.8532,3.1214,60.75,70,100,14.47,overcast clouds,4/20/2022 18:45
393,Cururupu,BR,-1.8283,-44.8683,82.72,72,100,4.99,overcast clouds,4/20/2022 18:45
394,Biak,ID,-0.9131,122.8766,75.9,85,98,0.74,overcast clouds,4/20/2022 18:45
395,Korla,CN,41.7597,86.1469,66.76,17,100,13.89,overcast clouds,4/20/2022 18:45
396,Esmeraldas,BR,-19.7625,-44.3139,84.31,39,0,5.3,clear sky,4/20/2022 18:43
397,Saint-Georges,GD,12.0564,-61.7485,85.68,62,20,23.02,few clouds,4/20/2022 18:45
398,Visnes,NO,59.3556,5.2242,51.85,62,0,8.05,clear sky,4/20/2022 18:45
399,Cockburn Town,TC,21.4612,-71.1419,78.76,78,75,13.8,broken clouds,4/20/2022 18:45
400,Tilichiki,RU,60.4667,166.1,4.32,99,97,7.7,overcast clouds,4/20/2022 18:41
401,Grand-Lahou,CI,5.1367,-5.0242,80.53,86,100,7.65,overcast clouds,4/20/2022 18:45
402,Urumqi,CN,43.801,87.6005,59.95,22,0,2.24,clear sky,4/20/2022 18:41
403,Honiara,SB,-9.4333,159.95,77.5,87,77,4.47,broken clouds,4/20/2022 18:45
404,Owando,CG,-0.4819,15.8999,71.19,98,100,4.72,overcast clouds,4/20/2022 18:45
405,Baykit,RU,61.67,96.37,6.26,98,97,2.04,overcast clouds,4/20/2022 18:45
406,Saint-Francois,FR,46.4154,3.9054,60.24,59,0,2.3,clear sky,4/20/2022 18:45
407,Belaya Gora,RU,68.5333,146.4167,5.94,98,100,1.92,overcast clouds,4/20/2022 18:45
408,Dubbo,AU,-32.25,148.6167,44.73,93,3,9.22,clear sky,4/20/2022 18:43
409,Kainantu,PG,-6.2887,145.8655,59.14,98,85,1.05,overcast clouds,4/20/2022 18:45
410,Najran,SA,17.4924,44.1277,83.05,19,72,2.35,broken clouds,4/20/2022 18:45
411,Buala,SB,-8.145,159.5921,79.97,84,76,5.88,light rain,4/20/2022 18:45
412,Effingham,US,32.3669,-81.3332,73.85,37,5,12.55,clear sky,4/20/2022 18:45
413,Kollo,NE,13.3043,2.339,102.63,15,53,4.34,broken clouds,4/20/2022 18:41
414,Aksu,CN,41.1231,80.2644,71.65,15,100,4.16,overcast clouds,4/20/2022 18:45
415,Kapoeta,SS,4.7717,33.5903,82.87,52,100,1.77,overcast clouds,4/20/2022 18:45
416,Goderich,CA,43.7501,-81.7165,41.32,60,100,5.75,overcast clouds,4/20/2022 18:45
417,Granville,AU,-33.8333,151.0167,59.29,79,20,9.22,few clouds,4/20/2022 18:40
418,Shelburne,CA,44.0787,-80.2041,49.77,70,24,6.58,few clouds,4/20/2022 18:43
419,Laem Sing,TH,12.4816,102.0738,85.14,78,66,3.6,broken clouds,4/20/2022 18:45
420,Onega,RU,63.9061,38.1404,28.22,93,11,4.65,few clouds,4/20/2022 18:45
421,Danielskuil,ZA,-28.1887,23.5395,59.67,48,7,4.83,clear sky,4/20/2022 18:45
422,Maues,BR,-3.3836,-57.7186,81.52,76,97,4.43,overcast clouds,4/20/2022 18:45
423,Killybegs,IE,54.6333,-8.45,56.91,70,100,9.64,overcast clouds,4/20/2022 18:45
424,Helena,US,46.5927,-112.0361,44.98,49,40,15.99,scattered clouds,4/20/2022 18:45
425,Ihosy,MG,-22.4,46.1167,66.49,92,38,10.96,scattered clouds,4/20/2022 18:45
426,Nanortalik,GL,60.1432,-45.2371,30.96,60,77,12.1,broken clouds,4/20/2022 18:41
427,Shimoda,JP,34.6667,138.95,57.61,81,98,7.65,overcast clouds,4/20/2022 18:45
428,Totolapan,MX,18.5167,-96.1833,99.75,28,0,8.7,clear sky,4/20/2022 18:45
429,Boyolangu,ID,-8.1181,111.8935,75.72,90,99,2.8,overcast clouds,4/20/2022 18:45
430,Port Neches,US,29.9913,-93.9585,82.38,63,75,24.16,broken clouds,4/20/2022 18:45
431,Dawlatabad,AF,36.4141,64.9053,63.97,58,91,3.89,overcast clouds,4/20/2022 18:45
432,Lorengau,PG,-2.0226,147.2712,82.11,73,72,11.14,broken clouds,4/20/2022 18:45
433,Chapais,CA,49.7834,-74.8492,33.58,62,6,14.45,clear sky,4/20/2022 18:45
434,Prince Rupert,CA,54.3161,-130.3201,50.09,53,0,5.75,clear sky,4/20/2022 18:44
435,Macusani,PE,-14.0833,-70.4333,53.15,37,7,9.89,clear sky,4/20/2022 18:45
436,Port Moresby,PG,-9.4431,147.1797,76.01,91,100,3.96,overcast clouds,4/20/2022 18:45
437,Hovd,MN,48.0056,91.6419,37.81,47,10,1.1,clear sky,4/20/2022 18:45
438,Olot,ES,42.181,2.4901,54.75,66,100,5.21,light rain,4/20/2022 18:45
439,Male,MV,4.1748,73.5089,84.15,79,75,9.22,broken clouds,4/20/2022 18:45
440,Oussouye,SN,12.485,-16.5469,91.58,52,97,12.26,overcast clouds,4/20/2022 18:45
441,Mizdah,LY,31.4451,12.9801,76.86,12,100,12.26,overcast clouds,4/20/2022 18:45
442,Fomboni,KM,-12.28,43.7425,84.15,75,100,13.11,overcast clouds,4/20/2022 18:46
443,Ramnagar,IN,29.4,79.1167,83.52,19,100,4.74,overcast clouds,4/20/2022 18:46
444,Acarau,BR,-2.8856,-40.12,82.29,80,86,12.86,overcast clouds,4/20/2022 18:41
445,Brownsville,US,25.9018,-97.4975,82.09,75,40,29.93,scattered clouds,4/20/2022 18:46
446,Berezovyy,RU,51.6667,135.7,33.1,96,100,3,overcast clouds,4/20/2022 18:46
447,Ponta Delgada,PT,37.7333,-25.6667,61.52,63,20,3.44,few clouds,4/20/2022 18:46
448,Kandrian,PG,-6.2167,149.55,77.23,86,78,3,broken clouds,4/20/2022 18:46
449,Cerritos,US,33.8583,-118.0648,72.37,67,40,10.36,scattered clouds,4/20/2022 18:42
450,Bay Roberts,CA,47.5999,-53.2648,48.04,82,100,8.01,overcast clouds,4/20/2022 18:46
451,Edenderry,IE,53.3453,-7.0497,55.63,84,100,5.23,overcast clouds,4/20/2022 18:46
452,Pangnirtung,CA,66.1451,-65.7125,17.6,57,75,13.8,broken clouds,4/20/2022 18:46
453,Mackenzie,CA,55.2999,-123.1698,32.22,51,0,4.61,clear sky,4/20/2022 18:46
454,Zonguldak,TR,41.25,31.8333,39.16,82,14,4.12,few clouds,4/20/2022 18:46
455,Phan Thiet,VN,10.9333,108.1,77.34,87,44,7.78,scattered clouds,4/20/2022 18:46
456,Arlit,NE,18.7369,7.3853,92.28,10,77,5.61,broken clouds,4/20/2022 18:46
457,Tatarskaya Pishlya,RU,54.0608,44.8998,44.49,90,100,15.95,light rain,4/20/2022 18:46
458,Dejen,ET,10.1667,38.1333,65.82,35,100,3.38,overcast clouds,4/20/2022 18:46
459,Auki,SB,-8.7676,160.7034,77.32,89,68,4.36,broken clouds,4/20/2022 18:46
460,Shirokiy,RU,49.758,129.523,42.26,83,100,7.52,light rain,4/20/2022 18:46
461,Stokmarknes,NO,68.5646,14.9108,44.58,76,75,5.75,broken clouds,4/20/2022 18:46
462,Portland,US,45.5234,-122.6762,48.13,89,100,14.97,light rain,4/20/2022 18:43
463,Namibe,AO,-15.1961,12.1522,76.46,86,99,6.04,overcast clouds,4/20/2022 18:46
464,Amahai,ID,-3.3333,128.9167,78.4,86,47,3.44,scattered clouds,4/20/2022 18:46
465,Koutiala,ML,12.3917,-5.4642,97.18,9,88,9.22,overcast clouds,4/20/2022 18:46
466,Tifton,US,31.4505,-83.5085,75.16,43,0,5.75,clear sky,4/20/2022 18:44
467,Bonthe,SL,7.5264,-12.505,81.5,76,25,9.28,scattered clouds,4/20/2022 18:46
468,Sidmouth,GB,50.6909,-3.2397,57.99,63,20,5.75,few clouds,4/20/2022 18:46
469,Gisborne,NZ,-38.6533,178.0042,57.18,91,100,5.37,overcast clouds,4/20/2022 18:46
470,Skegness,GB,53.1436,0.3363,53.67,79,13,12.55,few clouds,4/20/2022 18:46
471,Korem,ET,12.5058,39.5228,61.95,42,5,4.97,clear sky,4/20/2022 18:46
472,Asau,RO,46.4333,26.4,40.95,80,97,3.2,overcast clouds,4/20/2022 18:46
473,Hasaki,JP,35.7333,140.8333,55.8,85,46,8.41,scattered clouds,4/20/2022 18:46
474,Avera,US,33.194,-82.5271,71.11,39,17,9.95,few clouds,4/20/2022 18:46
475,Komsomolskiy,UZ,40.4272,71.7189,59.72,77,100,4.61,overcast clouds,4/20/2022 18:46
476,Malanje,AO,-9.5402,16.341,65.53,96,99,2.01,moderate rain,4/20/2022 18:46
477,Hambantota,LK,6.1241,81.1185,80.94,100,40,1.14,scattered clouds,4/20/2022 18:46
478,Saint-Joseph,RE,-21.3667,55.6167,76.21,85,27,3.11,scattered clouds,4/20/2022 18:46
479,Verkhoyansk,RU,67.5447,133.385,13.98,98,100,1.34,overcast clouds,4/20/2022 18:46
480,Trairi,BR,-3.2778,-39.2689,82.13,81,100,9.53,overcast clouds,4/20/2022 18:41
481,Bandarbeyla,SO,9.4942,50.8122,81.5,70,5,8.61,clear sky,4/20/2022 18:46
482,Margate,GB,51.3813,1.3862,51.12,77,22,5.99,few clouds,4/20/2022 18:46
483,Puerto Maldonado,PE,-12.6,-69.1833,91.8,49,40,3.44,scattered clouds,4/20/2022 18:46
484,Nanzhang,CN,31.7765,111.8386,58.35,79,0,3.47,clear sky,4/20/2022 18:46
485,Coihaique,CL,-45.5752,-72.0662,51.75,58,75,4.61,broken clouds,4/20/2022 18:43
486,Half Moon Bay,US,37.4636,-122.4286,70.21,55,0,12.66,clear sky,4/20/2022 18:46
487,Turmero,VE,10.2239,-67.4729,83.86,55,100,3,overcast clouds,4/20/2022 18:46
488,Sisimiut,GL,66.9395,-53.6735,19.54,49,11,7.61,few clouds,4/20/2022 18:46
489,Moerai,PF,-22.4333,-151.3333,76.3,63,100,26.98,overcast clouds,4/20/2022 18:46
490,Puerto Escondido,MX,15.85,-97.0667,89.15,49,0,9.15,clear sky,4/20/2022 18:46
491,Daru,PG,-9.0763,143.2092,77.85,86,71,2.91,broken clouds,4/20/2022 18:46
492,Tutoia,BR,-2.7619,-42.2744,82.74,79,100,9.24,overcast clouds,4/20/2022 18:46
493,Cayenne,GF,4.9333,-52.3333,78.84,1,75,5.75,light rain,4/20/2022 18:46
494,Manaus,BR,-3.1019,-60.025,81.09,83,75,5.75,broken clouds,4/20/2022 18:46
495,Truro,GB,50.2653,-5.0544,57.96,76,0,2.3,clear sky,4/20/2022 18:46
496,Murmashi,RU,68.8154,32.8115,41.41,75,0,6.71,clear sky,4/20/2022 18:46
497,Inirida,CO,3.8653,-67.9239,85.42,63,100,3,overcast clouds,4/20/2022 18:46
498,Isetskoye,RU,56.4858,65.3226,37.71,95,83,6.49,broken clouds,4/20/2022 18:46
499,Oksfjord,NO,70.2396,22.3479,46.47,95,67,4.85,broken clouds,4/20/2022 18:46
500,Villefranche-Sur-Saone,FR,45.9833,4.7167,61.34,89,100,2.84,overcast clouds,4/20/2022 18:46
501,Johnstown,US,40.3267,-78.922,54.54,42,0,0,clear sky,4/20/2022 18:46
502,Novoagansk,RU,61.9449,76.6625,16.03,91,75,7.85,broken clouds,4/20/2022 18:46
503,Mount Gambier,AU,-37.8333,140.7667,49.91,93,100,0,overcast clouds,4/20/2022 18:46
504,Milos,GR,36.75,24.4333,58.46,73,0,22.97,clear sky,4/20/2022 18:46
505,Parsons,US,37.3403,-95.2611,61.09,96,100,20.65,overcast clouds,4/20/2022 18:42
506,Gornoye Loo,RU,43.7129,39.6049,47.98,86,56,2.44,broken clouds,4/20/2022 18:46
507,Real,PH,14.6625,121.6047,78.06,92,51,7.27,broken clouds,4/20/2022 18:46
508,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,80,75,2.24,light snow,4/20/2022 18:44
509,Kashi,CN,39.4547,75.9797,74.41,21,88,22.37,overcast clouds,4/20/2022 18:46
510,Le Vauclin,MQ,14.5452,-60.8388,84.25,54,20,13.8,few clouds,4/20/2022 18:46
511,Fort Nelson,CA,58.8053,-122.7002,31.59,37,75,0,broken clouds,4/20/2022 18:45
512,Sioux Lookout,CA,50.1001,-91.917,32.07,86,100,12.66,overcast clouds,4/20/2022 18:43
513,Logrono,ES,42.4667,-2.45,47.7,76,75,9.22,broken clouds,4/20/2022 18:46
514,Ust-Kuyga,RU,70.0167,135.6,-0.06,98,89,1.92,overcast clouds,4/20/2022 18:46
515,Gizo,SB,-8.103,156.8419,81.63,79,75,7.27,broken clouds,4/20/2022 18:46
516,Quchan,IR,37.106,58.5095,58.98,43,1,2.48,clear sky,4/20/2022 18:46
517,Ola,RU,59.5833,151.2833,17.44,86,42,8.79,scattered clouds,4/20/2022 18:46
518,Pedernales,DO,18.0384,-71.744,81.09,71,100,1.3,overcast clouds,4/20/2022 18:46
519,Bireun,ID,5.203,96.7009,78.76,80,100,3.94,overcast clouds,4/20/2022 18:46
520,Luanda,AO,-8.8368,13.2343,77,94,75,0,broken clouds,4/20/2022 18:46
521,Zalantun,CN,48,122.7167,43.75,74,100,13.98,overcast clouds,4/20/2022 18:46
522,Namuac,PH,18.6109,121.1657,75.9,87,0,8.59,clear sky,4/20/2022 18:46
523,Viedma,AR,-40.8135,-62.9967,60.3,57,100,12.48,overcast clouds,4/20/2022 18:46
524,Port Lincoln,AU,-34.7333,135.8667,60.48,65,94,5.91,overcast clouds,4/20/2022 18:46
525,Dum Duma,IN,27.5667,95.5667,69.24,93,33,3.53,scattered clouds,4/20/2022 18:46
526,Ejura,GH,7.3856,-1.3562,84.09,60,48,3.13,light rain,4/20/2022 18:46
527,Birobidzhan,RU,48.8,132.95,54,53,100,5.08,overcast clouds,4/20/2022 18:46
528,Igrim,RU,63.1906,64.4162,18.37,65,100,9.78,overcast clouds,4/20/2022 18:46
529,Yakeshi,CN,49.2833,120.7333,33.4,42,100,4.34,overcast clouds,4/20/2022 18:46
530,Valdepenas,ES,38.7621,-3.3848,50.77,67,100,21.7,overcast clouds,4/20/2022 18:44
531,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,55,20,27.63,few clouds,4/20/2022 18:46
532,Kemijarvi,FI,66.7131,27.4306,43.07,94,36,5.28,scattered clouds,4/20/2022 18:46
533,Yar-Sale,RU,66.8333,70.8333,7.38,87,100,22.59,overcast clouds,4/20/2022 18:46
534,Beberibe,BR,-4.1797,-38.1306,82.8,77,47,8.75,scattered clouds,4/20/2022 18:46
535,Wembley,AU,-31.9333,115.8,63.09,68,0,17.27,clear sky,4/20/2022 18:46
536,Maracacume,BR,-2.0428,-45.9592,79.09,92,100,4.32,light rain,4/20/2022 18:46
537,Luderitz,NA,-26.6481,15.1594,71.11,44,4,6.71,clear sky,4/20/2022 18:46
538,Santa Rosa,PH,14.3122,121.1114,80.58,77,8,5.75,clear sky,4/20/2022 18:45
539,Pafos,CY,34.7667,32.4167,58.78,67,20,5.75,few clouds,4/20/2022 18:46
540,Zhanakorgan,KZ,43.9098,67.2495,65.1,62,100,4.76,light rain,4/20/2022 18:46
541,Halifax,CA,44.6453,-63.5724,53.69,58,40,25.32,scattered clouds,4/20/2022 18:43
542,Yuci,CN,37.6803,112.7319,56.95,38,0,6.71,clear sky,4/20/2022 18:46
543,Tuatapere,NZ,-46.1333,167.6833,58.69,98,99,1.59,overcast clouds,4/20/2022 18:46
544,Opuwo,NA,-18.0607,13.84,70.3,31,100,8.77,overcast clouds,4/20/2022 18:46
545,Tuy Hoa,VN,13.0833,109.3,74.1,94,77,4.16,broken clouds,4/20/2022 18:45
